,Unnamed: 0,Unnamed: 0.1,title,abstract,categories,created,id,doi,authors,year,month
10,320,320,"Modeling between-farm transmission dynamics of porcine epidemic diarrhea
  virus: characterizing the dominant transmission routes","The role of transportation vehicles, pig movement between farms, proximity to
infected premises, and feed deliveries has not been fully considered in the
dissemination dynamics of porcine epidemic diarrhea virus (PEDV). This has
limited efforts for disease control and elimination restricting the development
of risk-based resource allocation to the most relevant modes of PEDV
dissemination. Here, we modeled nine modes of between-farm transmission
pathways including farm-to-farm proximity (local transmission), contact network
of pig farm movements between sites, four different contact networks of
transportation vehicles (vehicles that transport pigs from farm-to-farm, pigs
to markets, feed distribution and crew), the volume of animal by-products
within feed diets (e.g. animal fat and meat and bone meal) to reproduce PEDV
transmission dynamics. The model was calibrated in space and time with weekly
PEDV outbreaks. We investigated the model performance to identify outbreak
locations and the contribution of each route in the dissemination of PEDV. The
model estimated that 42.7% of the infections in sow farms were related to
vehicles transporting feed, 34.5% of infected nurseries were associated with
vehicles transporting pigs to farms, and for both farm types, pig movements or
local transmission were the next most relevant routes. On the other hand,
finishers were most often (31.4%) infected via local transmission, followed by
the vehicles transporting feed and pigs to farm networks. Feed ingredients did
not significantly improve model calibration metrics. The proposed modeling
framework provides an evaluation of PEDV transmission dynamics, ranking the
most important routes of PEDV dissemination and granting the swine industry
valuable information to focus efforts and resources on the most important
transmission routes.",['q-bio.PE'],2022-01-13,2201.04983,,"['Jason A. Galvis', 'Cesar A. Corzo', 'Joaquin M. Prada', 'Gustavo Machado']",2022,1
11,319,319,"Neuronal cable equations derived from the hydrodynamic motion of charged
  particles","Neuronal cable theory is usually derived from an electric analogue of the
membrane, which contrasts with the slow movement of ions in aqueous media. We
show here that it is possible to derive neuronal cable equations from a
different perspective, based on the laws of hydrodynamic motion of charged
particles (Navier-Stokes equations). This results in similar cable equations,
but with additional contributions arising from nonlinear interactions inherent
to fluid dynamics, and which may shape the integrative properties of the
neurons.",['q-bio.NC'],2022-01-13,2201.04927,,"['Davide Forcella', 'Alberto Romagnoni', 'Alain Destexhe']",2022,1
12,318,318,"Bayesian inference on a microstructural, hyperelastic model of tendon
  deformation","Microstructural models of soft tissue deformation are important in
applications including artificial tissue design and surgical planning. The
basis of these models, and their advantage over their phenomenological
counterparts, is that they incorporate parameters that are directly linked to
the tissue's microscale structure and constitutive behaviour and can therefore
be used to predict the effects of structural changes to the tissue. Although
studies have attempted to determine such parameters using diverse,
state-of-the-art, experimental techniques, values ranging over several orders
of magnitude have been reported, leading to uncertainty in the true parameter
values and creating a need for models that can handle such uncertainty. We
derive a microstructural, hyperelastic model for transversely isotropic soft
tissues and use it to model the mechanical behaviour of tendons. To account for
parameter uncertainty, we employ a Bayesian approach and apply an adaptive
Markov chain Monte Carlo algorithm to determine posterior probability
distributions for the model parameters. The obtained posterior distributions
are consistent with parameter measurements previously reported and enable us to
quantify the uncertainty in their values for each tendon sample that was
modelled. This approach could serve as a prototype for quantifying parameter
uncertainty in other soft tissues.","['physics.bio-ph', 'cond-mat.mtrl-sci', 'cond-mat.soft', 'q-bio.TO']",2022-01-13,2201.04865,,"['James Haughton', 'Simon Cotter', 'William J. Parnell', 'Tom Shearer']",2022,1
13,317,317,"Accurate identification of bacteriophages from metagenomic data using
  Transformer","Motivation: Bacteriophages are viruses infecting bacteria. Being key players
in microbial communities, they can regulate the composition/function of
microbiome by infecting their bacterial hosts and mediating gene transfer.
Recently, metagenomic sequencing, which can sequence all genetic materials from
various microbiome, has become a popular means for new phage discovery.
However, accurate and comprehensive detection of phages from the metagenomic
data remains difficult. High diversity/abundance, and limited reference genomes
pose major challenges for recruiting phage fragments from metagenomic data.
Existing alignment-based or learning-based models have either low recall or
precision on metagenomic data.
  Results: In this work, we adopt the state-of-the-art language model,
Transformer, to conduct contextual embedding for phage contigs. By constructing
a protein-cluster vocabulary, we can feed both the protein composition and the
proteins' positions from each contig into the Transformer. The Transformer can
learn the protein organization and associations using the self-attention
mechanism and predicts the label for test contigs. We rigorously tested our
developed tool named PhaMer on multiple datasets with increasing difficulty,
including quality RefSeq genomes, short contigs, simulated metagenomic data,
mock metagenomic data, and the public IMG/VR dataset. All the experimental
results show that PhaMer outperforms the state-of-the-art tools. In the real
metagenomic data experiment, PhaMer improves the F1-score of phage detection by
27\%.",['q-bio.GN'],2022-01-12,2201.04778,,"['Jiayu Shang', 'Xubo Tang', 'Ruocheng Guo', 'Yanni Sun']",2022,1
14,315,315,Peak infection rate in epidemic spreading for multi-community networks,"One of the most effective strategies to mitigate the global spreading of a
pandemic (e.g., COVID-19) is to shut down international airports. From a
network theory perspective, this is since international airports and flights,
essentially playing the roles of bridge nodes and bridge links between
countries as individual communities, dominate the epidemic spreading
characteristics in the whole multi-community system. Among all epidemic
characteristics, the peak infection rate, $I_{\max}$, is a decisive factor in
evaluating an epidemic strategy given limited capacity of medical resources,
but is seldom considered in multi-community models. In this paper, we study a
general two-community system interconnected by a fraction $r$ of bridge nodes
and its dynamic properties, especially $I_{\max}$, under the evolution of the
Susceptible-Infected-Recovered (SIR) model. Comparing the characteristic time
scales of different parts of the system allows us to analytically derive the
asymptotic behavior of $I_{\max}$ with $r$, as $r\rightarrow 0$, which follows
different power-law relations in each regime of the phase diagram. We also
detect crossovers where $I_{\max}$ follows power-law relations from different
regimes on both sides, when $r$ is not small enough. Our results enable a
better prediction of the effectiveness of strategies acting on bridge nodes,
denoted by the power-law exponent $\epsilon_I$ as in $I_{\max}\propto
r^{1/\epsilon_I}$.","['physics.soc-ph', 'q-bio.PE']",2022-01-12,2201.04697,,"['Jing Ma', 'Xiangyi Meng', 'Lidia A. Braunstein']",2022,1
15,330,330,"Genome-wide networks reveal emergence of epidemic strains of Salmonella
  Enteritidis","Objectives: To enhance monitoring of high-burden foodborne pathogens, there
is opportunity to combine pangenome data with network analysis.
  Methods: Salmonella enterica subspecies Enterica serovar Enteritidis isolates
were referred to the New South Wales (NSW) Enteric Reference Laboratory between
August 2015 and December 2019 (1033 isolates in total), inclusive of a
confirmed outbreak. All isolates underwent whole genome sequencing. Distances
between genomes were quantified by in silico MLVA as well as core SNPs, which
informed construction of undirected networks. Prevalence-centrality spaces were
generated from the undirected networks. Components on the undirected SNP
network were considered alongside a phylogenetic tree representation.
  Results: Outbreak isolates were identifiable as distinct components on the
MLVA and SNP networks. The MLVA network based centrality/prevalence space did
not delineate the outbreak, whereas the outbreak was clearly delineated in the
SNP network based centrality/prevalence space. Components on the undirected SNP
network showed a high concordance to the SNP clusters based on phylogenetic
analysis.
  Conclusions: Bacterial whole genome data in network based analysis can
improve the resolution of population analysis. High concordance of network
components and SNP clusters is promising for rapid population analyses of
foodborne Salmonella spp. due to the low overhead of network analysis.","['q-bio.QM', 'q-bio.PE']",2022-01-13,2201.05262,,"['Adam J. Svahn', 'Sheryl L. Chang', 'Rebecca J. Rockett', 'Oliver M. Cliff', 'Qinning Wang', 'Alicia Arnott', 'Marc Ramsperger', 'Tania C. Sorrell', 'Vitali Sintchenko', 'Mikhail Prokopenko']",2022,1
16,314,314,"Accurate Phylogenetic Inference with a Symmetry-preserving Neural
  Network Model","Scientists world-wide are putting together massive efforts to understand how
the biodiversity that we see on Earth evolved from single-cell organisms at the
origin of life and this diversification process is represented through the Tree
of Life. Low sampling rates and high heterogeneity in the rate of evolution
across sites and lineages produce a phenomenon denoted ""long branch attraction""
(LBA) in which long non-sister lineages are estimated to be sisters regardless
of their true evolutionary relationship. LBA has been a pervasive problem in
phylogenetic inference affecting different types of methodologies from
distance-based to likelihood-based. Here, we present a novel neural network
model that outperforms standard phylogenetic methods and other neural network
implementations under LBA settings. Furthermore, unlike existing neural network
models, our model naturally accounts for the tree isomorphisms via permutation
invariant functions which ultimately result in lower memory and allows the
seamless extension to larger trees.",['q-bio.PE'],2022-01-12,2201.04663,,"['Claudia Solis-Lemus', 'Shengwen Yang', 'Leonardo Zepeda-Nunez']",2022,1
17,313,313,Consensus between Epistemic Agents is Difficult,"We introduce an epistemic information measure between two data streams, that
we term $influence$. Closely related to transfer entropy, the measure must be
estimated by epistemic agents with finite memory resources via sampling
accessible data streams. We show that even under ideal conditions, epistemic
agents using slightly different sampling strategies might not achieve consensus
in their conclusions about which data stream is influencing which. As an
illustration, we examine a real world data stream where different sampling
strategies result in contradictory conclusions, explaining why some politically
charged topics might exist due to purely epistemic reasons irrespective of the
actual ontology of the world.","['physics.soc-ph', 'cs.IT', 'math.IT', 'physics.hist-ph', 'q-bio.NC']",2022-01-12,2201.04642,,"['Damian R. Sowinski', 'Jonathan Carroll-Nellenback', 'Jeremy M. DeSilva', 'Adam Frank', 'Gourab Ghoshal', 'Marcelo Gleiser', 'Hari Seldon']",2022,1
18,312,312,"Advection-dominated transport past isolated disordered sinks: stepping
  beyond homogenization","We investigate the transport of a solute past isolated sinks in a bounded
domain when advection is dominant over diffusion, evaluating the effectiveness
of homogenization approximations when sinks are distributed uniformly randomly
in space. Corrections to such approximations can be non-local, non-smooth and
non-Gaussian, depending on the physical parameters (a P\'eclet number Pe,
assumed large, and a Damk\""ohler number Da) and the compactness of the sinks.
In one spatial dimension, solute distributions develop a staircase structure
for large Pe, with corrections being better described with credible intervals
than with traditional moments. In two and three dimensions, solute
distributions are near-singular at each sink (and regularized by sink size),
but their moments can be smooth as a result of ensemble averaging over variable
sink locations. We approximate corrections to a homogenization approximation
using a moment-expansion method, replacing the Green's function by its
free-space form, and test predictions against simulation. We show how, in two
or three dimensions, the leading-order impact of disorder can be captured in a
homogenization approximation for the ensemble mean concentration through a
modification to Da that grows with diminishing sink size.","['physics.flu-dyn', 'q-bio.QM']",2022-01-12,2201.04574,,"['George F. Price', 'Igor L. Chernyavsky', 'Oliver E. Jensen']",2022,1
19,311,311,Characterizing Catalytic Mechanisms with Overlay Graphs,"Understanding the underlying chemistry of a catalytic process is essential
for advancing of its medical and industrial applications.
  A well defined and compact representation of a catalytic process is becoming
exceedingly valuable in face of the growth in computer assisted development
strategies.
  A step-wise partition of a catalytic process is traditional in organic
chemistry.
  We argue, however, that such a description remains incomplete, especially in
face of automation and formal methods.
  In this contribution-based on enzymatic reaction mechanisms-we fully
formalize the step-wise notion of a catalytic process within the mathematical
framework of graph transformation, and propose a concise representation as an
overlay graph (OG).
  We formally define this concept in a dual form as an OG itself and an overlay
rule.
  The former representing a static summary of the process, and the latter being
an executable in the graph transformation formalism.
  We demonstrate that OGs readily expose the underlying chemistry and
facilitate the interpretation of catalytic processes.
  The emergence of electron flow patterns, for instance, provides an excellent
stage for classification efforts.
  We further show how the executable overlay rules can be employed to
automatically assign a fully specified mechanism to a reaction with only an
overall description, i.e. educt and product molecules.","['cs.DM', 'physics.chem-ph', 'q-bio.MN']",2022-01-12,2201.04515,,"['Jakob L. Andersen', 'Rolf Fagerberg', 'Christoph Flamm', 'Walter Fontana', 'Juraj Kolčák', 'Christophe V. F. P. Laurent', 'Daniel Merkle', 'Nikolai Nøjgaard']",2022,1
20,310,310,"Multi-task Joint Strategies of Self-supervised Representation Learning
  on Biomedical Networks for Drug Discovery","Self-supervised representation learning (SSL) on biomedical networks provides
new opportunities for drug discovery which is lack of available biological or
clinic phenotype. However, how to effectively combine multiple SSL models is
challenging and rarely explored. Therefore, we propose multi-task joint
strategies of self-supervised representation learning on biomedical networks
for drug discovery, named MSSL2drug. We design six basic SSL tasks that are
inspired by various modality features including structures, semantics, and
attributes in biomedical heterogeneous networks. In addition, fifteen
combinations of multiple tasks are evaluated by a graph attention-based
adversarial multi-task learning framework in two drug discovery scenarios. The
results suggest two important findings. (1) The combinations of multimodal
tasks achieve the best performance compared to other multi-task joint
strategies. (2) The joint training of local and global SSL tasks yields higher
performance than random task combinations. Therefore, we conjecture that the
multimodal and local-global combination strategies can be regarded as a
guideline for multi-task SSL to drug discovery.","['cs.LG', 'cs.AI', 'q-bio.QM']",2022-01-12,2201.04437,,"['Xiaoqi Wang', 'Yingjie Cheng', 'Yaning Yang', 'Fei Li', 'Shaoliang Peng']",2022,1
21,309,309,"Inferring characteristics of bacterial swimming in biofilm matrix from
  time-lapse confocal laser scanning microscopy","Biofilms are spatially organized microorganism colonies embedded in a
self-produced matrix, conferring to the microbial community resistance to
environmental stresses. Motile bacteria have been observed swimming in the
matrix of pathogenic exogeneous host biofilms. This observation opened new
promising routes for deleterious biofilms biocontrol: these bacterial swimmers
enhance biofilm vascularization for chemical treatment or could deliver
biocontrol agent by microbial hitchhiking or local synthesis.
%\cite{muok2021microbial,yu2020hitchhiking,samad2017swimming}. Hence,
characterizing swimmer trajectories in the biofilm matrix is of particular
interest to understand and optimize its biocontrol.In this study, a new
methodology is developed to analyze time-lapse confocal laser scanning images
to describe and compare the swimming trajectories of bacterial swimmers
populations and their adaptations to the biofilm structure. The method is based
on the inference of a kinetic model of swimmer population including mechanistic
interactions with the host biofilm. After validation on synthetic data, the
methodology is implemented on images of three different motile {Bacillus
species swimming in a Staphylococcus aureus biofilm. The fitted model allows to
stratify the swimmer populations by their swimming behavior and provides
insights into the mechanisms deployed by the micro-swimmers to adapt their
swimming traits to the biofilm matrix.",['q-bio.QM'],2022-01-12,2201.04371,,"['Guillaume Ravel', 'Michel Bergmann', 'Alain Trubuil', 'Julien Deschamps', 'Romain Briandet', 'Simon Labarthe']",2022,1
22,308,308,"In vitro evaluation of the effect of Ceftiofur Sodium and of a new
  Gentamycin Sulfate formulation on the viability of Marek disease virus","The present study evaluated In vitro effect of gentamicin sulfate and
ceftiofur sodium on the viability of the Marek's disease virus. The titer of
cell associated turkey herpesvirus (HVT) vaccine was not appreciably reduced
when incubated with 50 mg/ml of gentamicin sulfate or ceftiofur sodium.
Statistic difference was not found between the number of plaqueforming units
(PFU) of reconstituted vaccine associated with both antibiotics 0, 15, 30 and
60 minutes after reconstitution of vaccine. The antibiotics did not
considerably alter the pH values. There was a significative decrease of the
titer of all vaccinal solutions when they were inoculated 30 and 60 minutes
after the reconstitution of the vaccine. Nevertheless, these titers are higher
than the required titers to protectect against the Marek disease.",['q-bio.OT'],2022-01-11,2201.04296,,"['J. Chacon', 'M. Pimentel', 'A. Pedroso', 'A. Ferreira', 'D. Martinez', 'C. Ruelas']",2022,1
23,307,307,"Effect of an antimicrobial association (Respirend-M) on productive
  performance of broilers","The objective of this study was to determine the effect of feeding an
antimicrobial association to males broiler chickens from 0 to 14 days of age on
the performance and clinical signs of bacterial processes. Two treatments were
tested: a control treatment without Respirend-M, and a treatment with the
antimicrobial (300 g/t Respirend-M, 0-14 d). 398 male Cobb 500 chicks were
randomly assigned to two treatments and four replications per treatment. Body
weight at 14 d, body weight gain, feed intake, feed conversion ratio, and
health status were evaluated. The results showed feeding 300 g/t Respirend-M
significantly (P<0.05) improved the final body weight, the body weight gain and
the feed intake. No statistically significant (P>0.05) effect was detected on
the feed conversion ratio.",['q-bio.OT'],2022-01-11,2201.04289,,"['Mario Chuy', 'Marcial Cumpa', 'Diego Martinez']",2022,1
24,306,306,"Effect of a mixture of amoxicillin and norfloxacin in piglets feeding on
  productive performance and clinical signs","An experiment was conducted to evaluate the effect of feeding post-weaned
piglets different levels of a commercial amoxicillin plus norfloxacin formula
(Respirend) on the performance, clinical evidence of sickness, and the
cost:benefit ratio. 454 PIC x Camborough female and castrated male, weaned at
21 d of age, with an average initial weight of 6.19 kg, were used in this
experiment. Treatment 1 consisted in feeding a basal diet supplemented with
1000 g of a commercial tilmicosin product (Pulmotil) per metric tonne of feed
(control group, from 21 to 35 d of age) and Treatments 2), 3) and 4) consisted
in feeding the basal diet supplement with 500, 300 y 100 g of Respirend per
metric tonne of feed, respectively, from 21 to 42 d of age. The results did not
show significant differences (P<0.05) in mortality nor in parenteral medicine
administration cost in none of the periods. Nevertheless, 500 g of Respirend
per metric tonne of feed improved significantly (P<0.05) the general health
status in the period between 21 and 35 d of age. For the whole evaluation
period (21 to 42 d of age), this level improved significantly (P<0.05) the
final body weight, the average daily weight gain, the average daily feed
intake, the feed:gain ratio and optimized the cost:benefit ratio.",['q-bio.OT'],2022-01-11,2201.04282,,"['Diego Martinez', 'Enrique Alvarado', 'Carlos Vilchez']",2022,1
25,304,304,Riemannian Geometry and Molecular Surfaces I: Spectrum of the Laplacian,"Ligand-based virtual screening aims to reduce the cost and duration of drug
discovery campaigns. Shape similarity can be used to screen large databases,
with the goal of predicting potential new hits by comparing to molecules with
known favourable properties. This paper presents the theory underpinning
RGMolSA, a new alignment-free and mesh-free surface-based molecular shape
descriptor derived from the mathematical theory of Riemannian geometry. The
treatment of a molecule as a series of intersecting spheres allows the
description of its surface geometry using the Riemannian metric, obtained by
considering the spectrum of the Laplacian. This gives a simple vector
descriptor constructed of the weighted surface area and eight non-zero
eigenvalues, which capture the surface shape. We demonstrate the potential of
our method by considering a series of PDE5 inhibitors that are known to have
similar shape as an initial test case. RGMolSA displays promise when compared
to existing shape descriptors and in its capability to handle different
molecular conformers. The code and data used to produce the results are
available via GitHub: https://github.com/RPirie96/RGMolSA.","['q-bio.QM', 'math.DG']",2022-01-10,2201.0423,,"['Daniel J. Cole', 'Stuart J. Hall', 'Rachael Pirie']",2022,1
